produk_id,nama_produk,kategori,tanaman_target,fase_aplikasi,hama_penyakit,media_tanam,dosis_pemakaian,keyword,deskripsi,harga,stok,created at
11,Herbisida Topzone,Herbisida,"Padi, Jagung, Kelapa Sawit, Kopi","Pra Tanam, Persiapan Lahan, Pasca Tumbuh Gulma","Gulma Daun Lebar, Gulma Daun Sempit, Rumput Liar, Teki-Tekian","Sawah, Kebun, Perkebunan, Lahan Kering","Dosis umum:
1.5 – 3 liter per hektar

Volume air:
200 – 400 liter air per hektar

Gulma ringan:
1.5 liter per hektar

Gulma sedang:
2 liter per hektar

Gulma lebat:
3 liter per hektar

Waktu aplikasi:
Saat gulma aktif tumbuh dan memiliki daun yang cukup untuk terkena semprotan.","herbisida rumput,
obat rumput liar,
obat gulma,
pembasmi gulma,
racun rumput,
obat teki,
obat teki-tekian,
obat rumput sawah,
obat rumput jagung,
obat rumput sawit,
obat rumput kopi,
gulma daun lebar,
gulma daun sempit,
rumput liar,
rumput bandel,
gulma kebun,
pembersih lahan,
persiapan lahan tanam,
herbisida kontak,
sistem tanpa olah tanah,","Topzone 276 SL merupakan herbisida kontak berbahan aktif parakuat diklorida 276 g/L yang digunakan untuk membasmi gulma dan rumput liar pada lahan pertanian maupun perkebunan.

Produk ini efektif digunakan sebagai pembasmi gulma daun lebar, gulma daun sempit, rumput liar, dan teki-tekian pada lahan padi, jagung, kelapa sawit, dan kopi.

Gejala yang dapat ditangani antara lain lahan ditumbuhi rumput liar, gulma mengganggu pertumbuhan tanaman, rumput bandel di kebun, serta kebutuhan pembersihan lahan sebelum tanam.

Topzone 276 SL bekerja cepat pada bagian gulma yang terkena semprotan sehingga cocok digunakan untuk sistem tanpa olah tanah dan persiapan lahan tanam.",Rp.80.000,10,03/05/2026 23:10:07
12,Rumpas 120EW 100ML,Herbisida,Padi Sawah,Awal Pertumbuhan Gulma,"Gulma Daun Lebar, Gulma Daun Sempit, Rumput Liar, Teki-Tekian",Sawah,"Dosis semprot:
0.5 – 1 ml per liter air

Dosis lapangan:
100 – 200 ml per hektar

Waktu aplikasi:
Pada fase awal pertumbuhan gulma.

Kondisi aplikasi:
Disemprot saat air sawah dangkal atau macak-macak.

Frekuensi:
Umumnya 1 kali aplikasi per musim tanam.","herbisida padi,
obat gulma padi,
obat rumput sawah,
racun rumput sawah,
obat teki sawah,
obat teki-tekian,
gulma daun lebar,
gulma daun sempit,
rumput liar sawah,
rumput bandel sawah,
lahan padi banyak rumput,
gulma mengganggu padi,
membersihkan gulma sawah,
obat gulma sampai akar,
herbisida sistemik,
penoxsulam,
obat gulma awal tanam,
gulma tumbuh cepat,
rumput susah mati,
pembersih lahan sawah","Rumpas 120 EW merupakan herbisida sistemik berbahan aktif penoxsulam 120 g/L yang digunakan untuk mengendalikan gulma pada tanaman padi sawah.

Produk ini efektif digunakan untuk membasmi gulma daun lebar, gulma daun sempit, rumput liar, dan teki-tekian yang sering tumbuh pada lahan sawah.

Gejala yang dapat ditangani antara lain sawah dipenuhi rumput liar, gulma mengganggu pertumbuhan padi, teki-tekian menyebar luas, serta rumput bandel yang sulit dikendalikan.

Rumpas 120 EW bekerja secara sistemik melalui daun dan akar gulma sehingga gulma menguning, berhenti tumbuh, dan mati hingga ke jaringan tanaman.",Rp.50.000,20,04/05/2026 11:40:36
13,Roundap Herbisida,Herbisida,"Padi, Jagung, Kelapa Sawit, Kopi","Pra Tanam, Persiapan Lahan, Pasca Tumbuh Gulma","Gulma Daun Lebar, Gulma Daun Sempit, Rumput Liar, Teki-Tekian","Sawah, Kebun, Perkebunan, Lahan Kosong","Dosis semprot:
12 – 15 ml per liter air

Dosis lapangan:
4 – 10 liter per hektar

Volume air:
200 – 400 liter per hektar

Gulma ringan:
4 – 6 liter per hektar

Gulma lebat:
8 – 10 liter per hektar","obat rumput sampai akar,
pembasmi gulma sampai akar,
obat rumput liar,
obat gulma sawah,
obat gulma kebun,
obat teki,
obat rumput bandel,
racun rumput,
herbisida sistemik,
rumput tidak mati,
rumput tumbuh lagi,
membersihkan lahan,
persiapan tanam,
obat gulma sawit,
obat gulma kopi,
obat gulma jagung,
obat gulma padi,
gulma daun lebar,
gulma daun sempit","Roundup merupakan herbisida sistemik berbahan aktif glifosat yang digunakan untuk membasmi gulma hingga ke akar.

Produk ini efektif digunakan untuk mengendalikan gulma daun lebar, gulma daun sempit, rumput liar, dan teki-tekian pada lahan pertanian maupun perkebunan.

Cocok digunakan untuk persiapan lahan padi, jagung, kelapa sawit, kopi, serta pembersihan lahan kosong sebelum tanam.

Gejala yang dapat ditangani antara lain rumput liar yang sulit mati, gulma tumbuh kembali setelah dibersihkan, teki-tekian yang menyebar luas, dan lahan yang dipenuhi gulma.

Roundup bekerja secara sistemik sehingga diserap melalui daun dan diteruskan hingga ke akar untuk membunuh gulma secara menyeluruh.",Rp.90.000,7,03/05/2026 23:16:09
14,Sidafos 480 SL – Herbisida Sistemik Pembasmi Gulma,Herbisida,"Padi, Sawit, Karet, Kopi","Pra Tanam, Persiapan Lahan, Pasca Tumbuh Gulma","Gulma Daun Lebar, Gulma Daun Sempit, Rumput Liar, Teki-Tekian","Sawah, Kebun, Perkebunan, Lahan Kosong","Dosis semprot:
10 – 20 ml per liter air

Dosis lapangan:
4 – 8 liter per hektar

Volume air:
200 – 400 liter per hektar

Gulma ringan:
4 liter per hektar

Gulma sedang:
6 liter per hektar

Gulma lebat:
8 liter per hektar","obat gulma,
obat rumput liar,
obat rumput sampai akar,
herbisida sistemik,
pembasmi gulma,
racun rumput,
obat teki,
obat teki-tekian,
obat rumput sawah,
obat rumput kebun,
membersihkan lahan,
persiapan lahan,
obat gulma sawit,
obat gulma kopi,
obat gulma karet,
sistem tanpa olah tanah,
TOT,
gulma daun lebar,
gulma daun sempit,
rumput bandel","Sidafos 480 SL merupakan herbisida sistemik berbahan aktif glifosat 480 g/L yang digunakan untuk membasmi gulma hingga ke akar.

Produk ini efektif digunakan untuk mengendalikan gulma daun lebar, gulma daun sempit, rumput liar, dan teki-tekian pada lahan sawah maupun perkebunan.

Cocok digunakan untuk persiapan lahan, sistem tanpa olah tanah, pengendalian gulma pada perkebunan sawit, kopi, karet, dan lahan pertanian lainnya.

Gejala yang dapat ditangani antara lain rumput liar yang tumbuh berlebihan, gulma yang sulit dikendalikan, teki-tekian yang menyebar luas, dan kebutuhan pembersihan lahan sebelum tanam.

Sidafos 480 SL bekerja secara sistemik dengan cara diserap daun dan diteruskan ke seluruh jaringan hingga akar sehingga gulma mati secara menyeluruh dan tidak mudah tumbuh kembali.",Rp.80.000,30,03/05/2026 23:19:48
15,Dupont Ammate 150 EC 50 ml – Herbisida,Herbisida,"Kelapa Sawit, Karet, Tanaman Pangan, Lahan Kosong","Pra Tanam, Persiapan Lahan, Pasca Tumbuh Gulma","Gulma Daun Lebar, Gulma Daun Sempit, Rumput, Teki-Tekian","Sawah, Kebun, Perkebunan, Lahan Terbuka","Dosis pemakaian Dupont Ammate 150 EC umumnya berkisar 1 – 2 ml per liter air, atau sekitar 2 – 4 liter per hektar, tergantung kepadatan gulma","herbisida gulma,
obat gulma,
racun rumput,
pembasmi rumput liar,
obat teki teki,
herbisida teki teki,
obat gulma sawah,
herbisida sawit,
herbisida karet,
obat lahan penuh rumput,
pengendali gulma,
obat rumput liar,
pembersih lahan,
herbisida pra tanam,
obat lahan sebelum tanam,
gulma daun lebar,
gulma daun sempit,
rumput liar kebun,
obat alang alang,
herbisida perkebunan","Dupont Ammate 150 EC merupakan herbisida yang digunakan untuk mengendalikan gulma daun lebar, gulma daun sempit, rumput liar, dan teki teki pada lahan pertanian maupun perkebunan.

Produk ini sering digunakan sebagai obat gulma, racun rumput, pembasmi alang alang, herbisida sawit, herbisida karet, dan pembersih lahan sebelum tanam.

Gejala yang dapat ditangani antara lain lahan dipenuhi rumput liar, pertumbuhan gulma yang mengganggu tanaman utama, serta infestasi teki teki pada area perkebunan dan pertanian.

Cocok digunakan pada tahap persiapan lahan dan sistem tanpa olah tanah sebelum proses budidaya dimulai.",Rp.60.000,20,04/05/2026 21:53:56
16,Topdor 10 WP 100 g – Fungisida Sistemik,Fungisida,"Cabai, Tomat, Kubis, Sawi, Tanaman Hortikultura, Tanaman Perkebunan","Vegetatif, Generatif","Embun Tepung, Bercak Daun, Karat Daun, Busuk Daun, Antraknosa","Kebun, Sawah, Polybag, Greenhouse","Dosis semprot:
0.5 – 1 gram per liter air

Dosis tangki:
5 – 10 gram per tangki 14–16 liter

Dosis lapangan:
0.5 – 1 kg per hektar

Frekuensi:
7 – 10 hari sekali

Waktu aplikasi:
Saat gejala penyakit mulai muncul atau sebagai pencegahan.","fungisida embun tepung,
obat embun tepung,
fungisida bercak daun,
obat bercak daun,
fungisida karat daun,
obat karat daun,
fungisida busuk daun,
obat busuk daun,
fungisida antraknosa,
obat patek,
obat daun bercak coklat,
daun berjamur,
daun putih bertepung,
daun mengering,
busuk daun cabai,
busuk daun tomat,
fungisida sistemik,
obat jamur tanaman,
fungisida cabai,
fungisida tomat","Topdor 10 WP merupakan fungisida sistemik berbahan aktif hexaconazole 10 persen yang digunakan untuk mengendalikan berbagai penyakit jamur pada tanaman hortikultura dan perkebunan.

Produk ini efektif digunakan sebagai fungisida embun tepung, fungisida bercak daun, fungisida karat daun, fungisida busuk daun, dan fungisida antraknosa.

Dapat digunakan pada tanaman cabai, tomat, kubis, sawi, dan berbagai tanaman hortikultura lainnya.

Gejala yang dapat dikendalikan antara lain daun bercak coklat, daun berjamur, daun putih bertepung, daun mengering, busuk daun, dan kerusakan akibat infeksi jamur.

Topdor 10 WP bekerja secara sistemik sehingga mampu melindungi jaringan tanaman dari dalam dan menghambat perkembangan patogen penyebab penyakit.",Rp.15.000,7,03/05/2026 23:27:55
17,Foltus 400 SL 1 L – Herbisida,Herbisida,,"Vegetatif, Generatif",,,"Dosis pemakaian umumnya 2 – 6 liter per hektar atau sekitar 5 – 10 ml per liter air, tergantung kepadatan gulma.",,"Foltus 400 SL adalah herbisida berbentuk soluble liquid (SL) dengan bahan aktif glyphosate yang bekerja secara sistemik non-selektif untuk mengendalikan gulma pada lahan pertanian dan perkebunan. Produk ini efektif untuk mengendalikan rumput, gulma daun lebar, dan teki-tekian, yang sering mengganggu tanaman utama. Cara kerja Foltus adalah dengan diserap melalui daun dan ditranslokasikan ke seluruh jaringan gulma, sehingga gulma mati hingga ke akar.",Rp.55.000,10,04/05/2026 22:17:31
18,Hypolax 400 SL 1 L – Herbisida,Herbisida,"Perkebunan, Pertanian, Lahan Kosong","Pra Tanam, Persiapan Lahan","Gulma Daun Lebar, Gulma Daun Sempit, Rumput, Teki-Tekian","Perkebunan, Pertanian, Lahan Kosong",Dosis pemakaian umumnya 2 – 6 liter per hektar atau sekitar 5 – 10 ml per liter air.,"obat gulma,
herbisida glyphosate,
racun rumput,
obat teki teki,
pembasmi alang alang,
obat lahan penuh rumput,
pengendali gulma,
herbisida sawit,
herbisida perkebunan,
obat gulma kebun,
obat rumput liar,
gulma daun lebar,
gulma daun sempit,
pembersih lahan,
herbisida sebelum tanam,
obat lahan kosong","Hypolax 400 SL merupakan herbisida sistemik berbahan aktif glyphosate yang digunakan untuk mengendalikan gulma daun lebar, gulma daun sempit, rumput liar, dan teki teki pada area pertanian maupun perkebunan.

Produk ini banyak digunakan sebagai obat gulma, racun rumput, pembasmi alang alang, pengendali teki teki, serta pembersih lahan sebelum tanam.

Gejala yang dapat ditangani antara lain lahan dipenuhi rumput liar, pertumbuhan gulma yang menghambat tanaman utama, serta area perkebunan yang tertutup gulma dan semak liar.",Rp.60.000,8,04/05/2026 22:22:32
19,Indodine 485 SL 1 L – Herbisida,Herbisida,"Kelapa Sawit, Karet, Jagung, Tebu, Lahan Pra Tanam","Pra Tanam, Awal Pertumbuhan Gulma","Gulma Daun Lebar, Gulma Rumput, Teki-Tekian","Sawah, Lahan Kering, Perkebunan","Dosis pemakaian umumnya 2 – 6 liter per hektar atau sekitar 5 – 10 ml per liter air, tergantung kepadatan gulma","herbisida gulma,
obat gulma,
racun rumput,
pembasmi rumput liar,
obat teki teki,
racun teki,
pengendali gulma sawah,
herbisida glyphosate,
obat rumput kebun,
pembasmi gulma perkebunan,
obat rumput kelapa sawit,
obat gulma jagung,
obat gulma tebu,
obat gulma karet,
gulma daun lebar,
gulma rumput,
gulma teki,
rumput liar,
lahan penuh gulma,
pengendali gulma total,
herbisida non selektif,
herbisida sistemik","Indodine 485 SL merupakan herbisida sistemik berbahan aktif glyphosate yang digunakan untuk mengendalikan gulma rumput, gulma daun lebar, dan teki teki pada lahan pertanian maupun perkebunan.

Produk ini banyak digunakan sebagai obat gulma, racun rumput liar, pembasmi teki teki, pengendali gulma kebun kelapa sawit, lahan karet, jagung, dan tebu.

Gejala yang dapat dikendalikan antara lain lahan ditumbuhi rumput liar, gulma mengganggu pertumbuhan tanaman, banyak teki teki di kebun, gulma daun lebar sulit dikendalikan, dan persaingan unsur hara akibat gulma.

Cocok digunakan sebelum tanam maupun saat gulma masih aktif tumbuh.

Dosis aplikasi 5 sampai 10 ml per liter air atau 2 sampai 6 liter per hektar tergantung kepadatan gulma.",Rp.75.000,7,04/05/2026 22:33:30
20,Rumpas 120EW 100ML,Herbisida,Padi Sawah,Awal Pertumbuhan Gulma,"Gulma Daun Lebar, Gulma Daun Sempit, Rumput Liar, Teki-Tekian",Sawah,"Dosis semprot:
0.5 – 1 ml per liter air

Dosis lapangan:
100 – 200 ml per hektar

Waktu aplikasi:
Pada fase awal pertumbuhan gulma.

Kondisi aplikasi:
Disemprot saat air sawah dangkal atau macak-macak.

Frekuensi:
Umumnya 1 kali aplikasi per musim tanam.","herbisida padi,
obat gulma padi,
obat rumput sawah,
racun rumput sawah,
obat teki sawah,
obat teki-tekian,
gulma daun lebar,
gulma daun sempit,
rumput liar sawah,
rumput bandel sawah,
lahan padi banyak rumput,
gulma mengganggu padi,
membersihkan gulma sawah,
obat gulma sampai akar,
herbisida sistemik,
penoxsulam,
obat gulma awal tanam,
gulma tumbuh cepat,
rumput susah mati,
pembersih lahan sawah","Rumpas 120 EW merupakan herbisida sistemik berbahan aktif penoxsulam 120 g/L yang digunakan untuk mengendalikan gulma pada tanaman padi sawah.

Produk ini efektif digunakan untuk membasmi gulma daun lebar, gulma daun sempit, rumput liar, dan teki-tekian yang sering tumbuh pada lahan sawah.

Gejala yang dapat ditangani antara lain sawah dipenuhi rumput liar, gulma mengganggu pertumbuhan padi, teki-tekian menyebar luas, serta rumput bandel yang sulit dikendalikan.

Rumpas 120 EW bekerja secara sistemik melalui daun dan akar gulma sehingga gulma menguning, berhenti tumbuh, dan mati hingga ke jaringan tanaman.",Rp.50.000,10,04/05/2026 11:40:36
21,Pixel 300 SL,Herbisida,"Kelapa Sawit, Karet, Jagung, Lahan Persiapan Tanam","Pra Tanam, Pra Tanam Awal","Gulma Rumput, Gulma Daun Lebar, Gulma Muda","Kebun, Lahan Terbuka, Perkebunan","Dosis pemakaian Pixel 300 SL umumnya sekitar 2 – 4 ml per liter air atau 2 – 5 liter per hektar, tergantung kepadatan gulma.","herbisida,
obat gulma,
racun rumput,
pembasmi rumput,
obat rumput liar,
obat alang alang,
racun alang alang,
obat teki,
gulma teki,
gulma daun lebar,
rumput kebun,
rumput sawit,
rumput karet,
semprot rumput,
obat rumput bandel,
rumput liar kebun,
bersihkan lahan,
persiapan tanam,
semprot gulma,
obat gulma sawit,
obat gulma jagung,
pengendali gulma,
rumput cepat mati,
herbisida kontak,
paraquat,
pixel 300 sl","Pixel 300 SL merupakan herbisida kontak berbahan aktif paraquat yang digunakan untuk mengendalikan gulma rumput, gulma daun lebar, dan gulma muda pada perkebunan kelapa sawit, karet, jagung, serta lahan sebelum tanam.

Produk ini sering digunakan sebagai obat gulma, racun rumput, pembasmi alang alang, obat teki, semprot rumput liar, dan pengendali gulma pada lahan pertanian.

Gejala yang dapat dikendalikan antara lain pertumbuhan gulma berlebihan, lahan tertutup rumput liar, alang alang yang mendominasi kebun, serta gulma yang mengganggu pertumbuhan tanaman utama.

Dosis penggunaan 2–4 ml per liter air atau 2–5 liter per hektar.",Rp100.000,7,05/05/2026 16:45:57
22,Roundup Biosorb 486 SL,Herbisida,"Kelapa Sawit, Karet, Kakao, Kopi, Teh, Jagung, Kedelai, Padi Gogo","Pra Tanam, Persiapan Lahan, Pasca Panen","Gulma Daun Lebar, Gulma Rumput, Teki-Tekian","Perkebunan, Sawah, Lahan Kering, Lahan Terbuka",5–10 ml/L air atau 2–6 L/ha,"roundup,
roundup biosorb,
obat rumput,
racun rumput,
pembasmi rumput,
herbisida rumput,
obat gulma,
racun gulma,
herbisida gulma,
obat alang alang,
racun alang alang,
obat teki,
racun teki,
obat rumput liar,
herbisida kebun,
herbisida sawit,
herbisida karet,
obat lahan kosong,
bersih lahan,
semprot rumput,
obat gulma membandel,
glyphosate,
glifosat,
obat rumput sawit,
obat rumput jagung,
tot,
tanpa olah tanah","Roundup Biosorb 486 SL merupakan herbisida sistemik non selektif berbahan aktif glifosat yang digunakan untuk mengendalikan berbagai jenis gulma pada lahan pertanian dan perkebunan.

Produk ini banyak digunakan sebagai obat rumput, racun rumput, pembasmi alang alang, pengendali teki, dan herbisida gulma membandel pada perkebunan sawit, karet, kakao, kopi, teh, jagung, kedelai, dan padi gogo.

Gejala yang dapat dikendalikan antara lain lahan dipenuhi rumput liar, alang alang, gulma daun lebar, gulma rumput, dan teki yang mengganggu pertumbuhan tanaman utama.

Roundup bekerja secara sistemik dengan diserap melalui daun kemudian ditranslokasikan hingga ke akar sehingga gulma mati sampai ke perakarannya.

Cocok digunakan saat persiapan lahan, sistem tanpa olah tanah (TOT), maupun pembersihan kebun sebelum tanam.",145000,5,
23,Gol-Ok Herbisida,Herbisida,"Kelapa Sawit, Karet, Jagung, Tebu","Pra Tanam, Persiapan Lahan","Gulma Daun Lebar, Rumput, Teki","Perkebunan, Lahan Terbuka",4–10 ml/L air,"golok,
gol-ok,
obat rumput,
racun rumput,
obat alang alang,
racun alang alang,
obat teki,
racun teki,
herbisida kebun,
obat rumput sawit,
obat rumput karet,
obat lahan kosong,
bersih kebun,
semprot rumput,
gulma membandel,
rumput liar,
teki teki,
gulma daun lebar,
herbisida perkebunan,
racun gulma","Gol-Ok merupakan herbisida sistemik non selektif yang digunakan untuk mengendalikan berbagai jenis gulma pada lahan perkebunan dan pertanian.

Produk ini banyak digunakan sebagai obat rumput, racun alang alang, pengendali teki, serta pembersih lahan sebelum tanam.

Cocok untuk mengendalikan gulma daun lebar, rumput liar, dan teki yang tumbuh pada perkebunan sawit, karet, tebu, maupun lahan pertanian lainnya.

Herbisida ini bekerja dengan diserap melalui daun kemudian ditranslokasikan ke seluruh jaringan gulma hingga akar sehingga gulma mati secara menyeluruh.

Digunakan pada fase persiapan lahan dan pembersihan kebun sebelum budidaya tanaman.",Rp60.000,5,
24,Maxxfosate Neo 525 SL,Herbisida,"Kelapa Sawit, Karet, Perkebunan","Pra Tanam, Persiapan Lahan","Gulma Daun Lebar, Rumput, Teki","Perkebunan, Lahan Terbuka","1,125–1,5 L/ha","maxxfosate,
maxxfosate neo,
obat rumput,
racun rumput,
glyphosate,
glifosat,
obat alang alang,
racun alang alang,
obat teki,
racun teki,
semprot rumput,
herbisida sawit,
herbisida karet,
obat gulma kebun,
pembersih lahan,
gulma membandel,
rumput liar,
obat rumput perkebunan,
herbisida glifosat,
racun gulma","Maxxfosate Neo 525 SL merupakan herbisida sistemik non selektif berbahan aktif glifosat yang digunakan untuk mengendalikan gulma pada area perkebunan.

Produk ini sering digunakan sebagai obat rumput, racun alang alang, pengendali teki, dan herbisida gulma membandel pada kebun sawit dan karet.

Gejala yang dapat dikendalikan antara lain dominasi gulma daun lebar, gulma rumput, serta teki yang menghambat pertumbuhan tanaman utama.

Maxxfosate bekerja secara sistemik dengan ditranslokasikan hingga ke akar sehingga memberikan pengendalian gulma yang lebih tuntas.

Cocok diaplikasikan saat gulma tumbuh aktif dengan tingkat penutupan lahan tinggi.",70000,5,
25,Insta Max 240 SL,Herbisida,"Kelapa Sawit, Jagung, Karet","Pra Tanam, Persiapan Lahan","Gulma Daun Lebar, Rumput Muda","Perkebunan, Lahan Terbuka",2–5 L/ha,"insta max,
instamax,
obat rumput,
racun rumput,
obat gulma,
herbisida kontak,
paraquat,
parakuat,
obat alang alang,
racun alang alang,
semprot rumput,
bersih kebun,
obat gulma cepat mati,
rumput cepat kering,
herbisida perkebunan,
obat lahan kosong,
racun gulma,
obat rumput sawit,
obat rumput jagung,
gulma muda","Insta Max 240 SL merupakan herbisida kontak yang bekerja cepat untuk mengendalikan gulma pada lahan pertanian dan perkebunan.

Produk ini banyak digunakan sebagai obat rumput, racun gulma, dan pembersih lahan sebelum tanam karena mampu mengeringkan gulma dalam waktu singkat.

Efektif mengendalikan gulma daun lebar, rumput muda, dan berbagai gulma yang tumbuh pada kebun sawit, jagung, dan karet.

Cara kerja produk adalah merusak jaringan hijau gulma secara langsung sehingga gulma cepat layu dan mati.

Cocok digunakan untuk pembersihan kebun dan persiapan lahan budidaya.",65.000,7,
26,Neoxone 276 SL,Herbisida,"Kelapa Sawit, Kakao, Jagung, Padi TOT","Pra Tanam, Persiapan Lahan","Gulma Daun Lebar, Gulma Rumput, Teki","Perkebunan, Sawah TOT, Lahan Terbuka","1,5–3 L/ha","neoxone,
neoxone 276,
obat rumput,
racun rumput,
paraquat,
parakuat,
obat alang alang,
racun alang alang,
obat teki,
racun teki,
semprot rumput,
obat gulma sawit,
obat gulma kakao,
obat gulma jagung,
obat rumput padi,
tot,
tanpa olah tanah,
gulma membandel,
rumput liar,
racun gulma cepat","Neoxone 276 SL merupakan herbisida kontak berbahan aktif parakuat diklorida yang digunakan untuk mengendalikan gulma pada perkebunan dan lahan pertanian.

Produk ini banyak digunakan sebagai obat rumput, racun alang alang, pengendali teki, serta pembersih lahan sebelum tanam pada perkebunan sawit, kakao, jagung, dan sistem padi tanpa olah tanah.

Gejala yang dapat dikendalikan antara lain pertumbuhan gulma daun lebar, gulma rumput, dan teki yang menutupi lahan budidaya.

Neoxone bekerja dengan merusak jaringan hijau tanaman gulma secara cepat sehingga gulma mengering dan mati.

Cocok digunakan untuk mempercepat persiapan lahan dan pengendalian gulma pada areal perkebunan.",65000,5,
27,Supremo 480 SL,Herbisida,"Kelapa Sawit, Karet, Kakao, Teh, Kopi, Jagung","Pra Tanam, Persiapan Lahan, Pasca Panen","Gulma Daun Lebar, Gulma Rumput, Alang-Alang, Teki-Tekian","Perkebunan, Lahan Kering, Lahan Terbuka",5–10 ml/L air atau 2–6 L/ha,"supremo, supremo 480 sl, herbisida supremo, obat rumput, racun rumput, pembasmi rumput, obat gulma, racun gulma, obat alang alang, racun alang alang, obat teki, racun teki, rumput liar, herbisida sawit, herbisida karet, herbisida jagung, pembersih lahan, semprot rumput, bersih kebun, gulma membandel, herbisida glifosat, glifosat, glyphosate, obat rumput kebun, obat rumput sawit, tot, tanpa olah tanah","Supremo 480 SL merupakan herbisida sistemik non selektif berbahan aktif isopropil amina glifosat 480 g/L yang digunakan untuk mengendalikan berbagai jenis gulma pada lahan pertanian dan perkebunan.

Produk ini banyak digunakan sebagai obat rumput, racun rumput, pembasmi alang alang, pengendali teki, dan herbisida gulma membandel pada tanaman kelapa sawit, karet, kakao, teh, kopi, dan jagung.

Gejala yang dapat dikendalikan antara lain pertumbuhan rumput liar, alang alang, gulma daun lebar, gulma rumput, dan teki teki yang menutupi area perakaran tanaman budidaya.

Supremo bekerja secara sistemik dengan diserap melalui daun lalu ditranslokasikan hingga ke akar sehingga gulma mati secara menyeluruh sampai ke bagian bawah tanah.

Produk ini sering digunakan pada sistem tanpa olah tanah (TOT), pembersihan kebun, persiapan lahan sebelum tanam, dan pengendalian gulma pada areal perkebunan produktif.",60000,5,
28,Chlormite 400 EC 100 ml – Akarisida / Insektisida,"Insektisida, Akarisida","Cabai, Tomat, Terong, Kentang, Jeruk, Apel, Teh, Kapas, Sayuran","Vegetatif, Generatif Awal","Tungau merah, Tungau kuning, Kutu daun, Serangga penghisap","Lahan pertanian, Bedengan, Kebun, Sawah tadah hujan","1-2 ml per liter air, 200-400 ml per hektar, semprot merata terutama bagian bawah daun","tungau,tungau merah,tungau kuning,kutu daun,aphid,hama penghisap,daun keriting,keriting daun,daun menguning,bercak daun,daun kusam,cabai keriting,tomat keriting,hama daun,serangan tungau","Akarisida insektisida berbahan aktif chlormite formulasi EC yang bekerja sebagai racun kontak dan lambung untuk mengendalikan tungau merah, tungau kuning, kutu daun, dan serangga penghisap pada tanaman cabai, tomat, terong, kentang, jeruk, apel, teh, kapas, dan sayuran. Cocok digunakan pada fase vegetatif hingga generatif awal saat populasi tungau meningkat. Membantu mengatasi daun keriting, daun berbintik, daun kusam, daun menguning, dan penurunan fotosintesis akibat serangan tungau.",Rp.30.000,5,04/05/2026 13:34:40
29,Cronus 18 EC – Insektisida,"Insektisida, Akarisida","Cabai, Tomat, Kentang, Bawang Merah, Melon, Semangka, Mentimun, Kubis, Sayuran","Vegetatif, Generatif Awal","Thrips, Tungau, Ulat daun, Kutu daun","Bedengan, Lahan pertanian, Polybag, Greenhouse","dosis_pemakaian=0.5-1 ml per liter air, 100-200 ml per hektar, semprot merata pada daun","thrips,tungau,kutu daun,aphid,ulat daun,daun keriting,keriting daun,daun menggulung,thrips cabai,cabai keriting,kutu kebul,hama penghisap,hama daun,abamektin,serangan thrips","Insektisida akarisida berbahan aktif abamektin formulasi EC yang bekerja sebagai racun kontak, lambung, dan translaminar untuk mengendalikan thrips, tungau, ulat daun, dan kutu daun pada tanaman cabai, tomat, kentang, bawang merah, melon, semangka, mentimun, kubis, dan sayuran. Efektif menjangkau hama yang bersembunyi di bawah daun. Membantu mengatasi daun keriting, daun menggulung, bercak akibat thrips, dan kerusakan daun karena serangan hama penghisap.",Rp.90.000,15,04/05/2026 13:37:12
30,Metsulindo 20 WG,Herbisida,"Kelapa Sawit TBM, Karet, Tebu, Lahan Perkebunan",Pasca Tumbuh Gulma (Post Emergence),"Gulma Daun Lebar, Gulma Semusim, Gulma Berkayu Muda","Perkebunan, Lahan Kering",10–50 gram/ha atau sesuai rekomendasi lapangan,"metsulindo, metsulfuron methyl, herbisida metsulindo, obat gulma daun lebar, racun gulma daun lebar, pembasmi semak, obat semak liar, racun semak, herbisida sawit, herbisida karet, obat gulma kebun, gulma bandotan, gulma sembung rambat, gulma kirinyuh, gulma berkayu, gulma semusim, gulma tahunan, semprot gulma, pembersih kebun, obat rumput kebun, pengendali gulma perkebunan, sulfonilurea, sulfonylurea herbicide","Metsulindo merupakan herbisida selektif sistemik berbahan aktif metsulfuron methyl dari golongan sulfonilurea yang digunakan untuk mengendalikan gulma daun lebar dan semak pada lahan perkebunan.

Produk ini banyak digunakan sebagai obat gulma daun lebar, pembasmi semak liar, pengendali gulma berkayu muda, dan herbisida perkebunan pada tanaman kelapa sawit, karet, dan tebu.

Gejala yang dapat dikendalikan antara lain pertumbuhan gulma bandotan, kirinyuh, sembung rambat, gulma semusim, serta berbagai gulma daun lebar yang sulit dikendalikan dengan herbisida biasa.

Metsulindo bekerja secara sistemik dengan menghambat pembelahan sel pada jaringan gulma sehingga pertumbuhan gulma berhenti, menguning, kemudian mati secara bertahap.

Produk ini cocok digunakan pada areal perkebunan yang didominasi gulma daun lebar dan semak berkayu muda untuk menjaga kebersihan lahan dan mengurangi kompetisi unsur hara.",45000,5,
